                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
000000023b541648 (__TEXT,__text) external _DRBufferAsResource
000000023b528a40 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_21DirectMeshDescriptionE
000000023b5289a0 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_22DirectMeshVertexLayoutE
000000023b528fec (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_23DirectBufferDescriptionE
000000023b528e10 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_24DirectTextureDescriptionE
000000023b528878 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_25DirectMeshVertexAttributeE
000000023b5292c0 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_9SharedPtrINS_20DirectMemoryResourceEEE
000000023b5286b4 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRm
000000023b52a5bc (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPvRNS_9SharedPtrINS_22DirectResourceCommandsEEE
000000023b52a820 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_16CreateDirectMeshENS_16UpdateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNS_16ResourceCommandsIT_T0_EE
000000023b5297a8 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_16DirectResourceIdEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__18optionalIT_EE
000000023b52a9f8 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_18CreateDirectBufferENS_18UpdateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNS_16ResourceCommandsIT_T0_EE
000000023b52a90c (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_19CreateDirectTextureENS_19UpdateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNS_16ResourceCommandsIT_T0_EE
000000023b52972c (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueImEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__18optionalIT_EE
000000023b53ce24 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource10willChangeENS_18DirectResourceSlotENS_22DirectResourceDelegate10ChangeModeEPN3MTL13CommandBufferE
000000023b53cdd4 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource11setDelegateEPNS_22DirectResourceDelegateE
000000023b53cd64 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource13setIdentifierERA16_Kh
000000023b542ee4 (__TEXT,__text) non-external __ZN2re14DirectResource13setIdentifierERA16_Kh.cold.1
000000023b53cddc (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource13tryWillChangeENS_18DirectResourceSlotENS_22DirectResourceDelegate10ChangeModeEPN3MTL13CommandBufferE
000000023b53cd2c (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource7disposeEv
000000023b53ce68 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource9didChangeENS_18DirectResourceSlotEPN3MTL13CommandBufferE
000000023b53ccc0 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceC2Ev
000000023b53cd28 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceD0Ev
000000023b53cd24 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceD1Ev
000000023b53cd20 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceD2Ev
000000023b5273dc (__TEXT,__text) non-external (was a private external) __ZN2re14MeshValidation15validateIndicesEN3MTL9IndexTypeEPKvmm
000000023b527350 (__TEXT,__text) non-external (was a private external) __ZN2re14MeshValidation20validateIndices_neonEPKjmj
000000023b5272c0 (__TEXT,__text) non-external (was a private external) __ZN2re14MeshValidation20validateIndices_neonEPKtmt
000000023b52e4a0 (__TEXT,__text) non-external (was a private external) __ZN2re15isTransferrableENS_20DirectMemoryResource4TypeE
000000023b531e64 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdate10setPayloadENS_18DirectResourceSlotENS_9SharedPtrINS_20DirectMemoryResourceEEE
000000023b5320d8 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdate14attachToDeviceEPKNS_14DirectResourceEPN3MTL6DeviceE
000000023b532230 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdate5applyEPNS_14DirectResourceE
000000023b531d58 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateC1Ev
000000023b531e24 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateD0Ev
000000023b531e20 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateD1Ev
000000023b531d9c (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateD2Ev
000000023b52742c (__TEXT,__text) non-external (was a private external) __ZN2re17directResourceLogEv
000000023b54282c (__TEXT,__text) non-external __ZN2re17directResourceLogEv.cold.1
000000023b529190 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createEPKNS_20DirectMemoryResourceE
000000023b52ac2c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createEPKNS_22DirectResourceCommandsE
000000023b529c0c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_16CreateDirectMeshE
000000023b529940 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_16DirectMeshValuesE
000000023b529d90 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_16UpdateDirectMeshE
000000023b52a36c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_18CreateDirectBufferE
000000023b52a1dc (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_18DirectBufferValuesE
000000023b52a4f0 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_18UpdateDirectBufferE
000000023b529548 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_19CreateDirectPayloadE
000000023b529f10 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_19CreateDirectTextureE
000000023b52a078 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_19UpdateDirectTextureE
000000023b528c98 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_21DirectMeshDescriptionE
000000023b528904 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_22DirectMeshVertexLayoutE
000000023b529050 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_23DirectBufferDescriptionE
000000023b528f00 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_24DirectTextureDescriptionE
000000023b5287f0 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_25DirectMeshVertexAttributeE
000000023b52ae9c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_16CreateDirectMeshENS_16UpdateDirectMeshEEEPU24objcproto13OS_xpc_object8NSObjectRKNS_16ResourceCommandsIT_T0_EE
000000023b529ab8 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_16DirectResourceIdEEEPU24objcproto13OS_xpc_object8NSObjectRKNSt3__18optionalIT_EE
000000023b52b094 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_18CreateDirectBufferENS_18UpdateDirectBufferEEEPU24objcproto13OS_xpc_object8NSObjectRKNS_16ResourceCommandsIT_T0_EE
000000023b52af98 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_19CreateDirectTextureENS_19UpdateDirectTextureEEEPU24objcproto13OS_xpc_object8NSObjectRKNS_16ResourceCommandsIT_T0_EE
000000023b529a6c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createImEEPU24objcproto13OS_xpc_object8NSObjectRKNSt3__18optionalIT_EE
000000023b5326e4 (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdate14attachToDeviceEPKNS_14DirectResourceEPN3MTL6DeviceE
000000023b53277c (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdate5applyEPNS_14DirectResourceE
000000023b532610 (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdateD0Ev
000000023b53260c (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdateD1Ev
000000023b52e39c (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegion3mapEmiiPKv
000000023b52e2b0 (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionC1EPvm
000000023b52e364 (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionD0Ev
000000023b52e360 (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionD1Ev
000000023b52e2fc (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionD2Ev
000000023b54288c (__TEXT,__text) non-external __ZN2re18MemoryMappedRegionD2Ev.cold.1
000000023b5290d8 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEvent8setValueEPU24objcproto13OS_xpc_object8NSObject
000000023b527c9c (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventC1Ev
000000023b527be8 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventD1Ev
000000023b527cd0 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventaSEPN3MTL11SharedEventE
000000023b527ca4 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventaSERKS0_
000000023b532560 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectTextureUpdate14attachToDeviceEPKNS_14DirectResourceEPN3MTL6DeviceE
000000023b5324dc (__TEXT,__text) non-external (was a private external) __ZN2re19DirectTextureUpdateD0Ev
000000023b5324d8 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectTextureUpdateD1Ev
000000023b5323f8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdate10setPayloadENS_18DirectResourceSlotENS_9SharedPtrINS_20DirectMemoryResourceEEE
000000023b532420 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdate5applyEPNS_14DirectResourceE
000000023b532334 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateC2Ev
000000023b5323d8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateD0Ev
000000023b5323d4 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateD1Ev
000000023b532370 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateD2Ev
000000023b52e4b8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource12capabilitiesEPKN3MTL6DeviceE
000000023b52e540 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource12typeForUsageEjjm
000000023b52f658 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource14bindToResourceENS_18DirectResourceTypeENS_22DirectResourceSlotTypeE
000000023b52e8e8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource15assignIOSurfaceEP11__IOSurface
000000023b52ee94 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource17allocateIOSurfaceEm
000000023b52f218 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource18assignSharedMemoryENS_9SharedPtrINS_18MemoryMappedRegionEEE
000000023b52f648 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource18setRuntimeResourceEN2NS9SharedPtrIN3MTL8ResourceEEE
000000023b52efe8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource20allocateSharedMemoryEm
000000023b52f150 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource21copyFromPrivateMemoryEPKvmj
000000023b52e834 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource23createWithSharedTextureEPN3MTL7TextureEPNS1_19SharedTextureHandleEjNS0_10ManagementE
000000023b52e780 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource23createWithSharedTextureEPN3MTL7TextureEjNS0_10ManagementE
000000023b5428b8 (__TEXT,__text) non-external __ZN2re20DirectMemoryResource23createWithSharedTextureEPN3MTL7TextureEjNS0_10ManagementE.cold.1
000000023b52f0d8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource24allocatePrivateMTLBufferEPN3MTL6DeviceEm
000000023b52f05c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource24allocatePrivateMemoryMapEm
000000023b52e990 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource24createWithPrivateTextureEPN3MTL7TextureEjNS0_10ManagementE
000000023b52ed38 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource25allocatePrivateNonAlignedEm
000000023b52edbc (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource26allocatePrivatePageAlignedEm
000000023b5428e4 (__TEXT,__text) non-external __ZN2re20DirectMemoryResource26allocatePrivatePageAlignedEm.cold.1
000000023b52ecc0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource5bytesEv
000000023b52ebac (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource5resetEv
000000023b52e720 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource6createEmjPN3MTL6DeviceE
000000023b52e59c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource6createEmjjPN3MTL6DeviceE
000000023b52e628 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource8allocateEmjjNS0_4TypeEPN3MTL6DeviceE
000000023b52eab0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceC1ERA16_Kh
000000023b52ea40 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceC2ERA16_Kh
000000023b52eab4 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceC2Ev
000000023b52ec84 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceD0Ev
000000023b52ec80 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceD1Ev
000000023b52eb2c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceD2Ev
000000023b53fe08 (__TEXT,__text) non-external __ZN2re20DirectMeshDescriptorD0Ev
000000023b53fdb4 (__TEXT,__text) non-external __ZN2re20DirectMeshDescriptorD1Ev
000000023b532da8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isValidPartsEPKNS_20DirectMemoryResourceEmRKNS_21DirectMeshDescriptionE
000000023b532928 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isWellFormedEN2dr5sliceINS_22DirectMeshVertexLayoutEEE
000000023b532874 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isWellFormedEN2dr5sliceINS_25DirectMeshVertexAttributeEEEm
000000023b532988 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isWellFormedERKNS_21DirectMeshDescriptionE
000000023b532e60 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation16isValidPartCountEm
000000023b532a4c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation19validateBufferSizesEPKNS_10DirectMeshE
000000023b532af4 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation19validateBufferSizesEPKNS_16DirectMeshUpdateERKNS_21DirectMeshDescriptionE
000000023b532bbc (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation23validateAndFixupIndicesEN3MTL9IndexTypeEPvmm
000000023b532c58 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation7isValidEPKNS_10DirectMeshE
000000023b532e78 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation7isValidEPKNS_16DirectMeshUpdateERKNS_21DirectMeshDescriptionE
000000023b53280c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation7isValidERKNS_14DirectMeshPartENS0_15IndexBufferInfoE
000000023b5309ac (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader10setPayloadEPNS_14DirectResourceENS_18DirectResourceSlotERKNSt3__18optionalINS_16DirectResourceIdEEE
000000023b530820 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader14missingPayloadERKNS_16DirectResourceIdES3_NS_18DirectResourceTypeENS_18DirectResourceSlotE
000000023b530954 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader15corruptResourceERKNS_16DirectResourceIdE
000000023b542938 (__TEXT,__text) non-external __ZN2re20DirectResourceLoader15corruptResourceERKNS_16DirectResourceIdE.cold.1
000000023b530b1c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader16setUpdatePayloadENS_16DirectResourceIdEPNS_20DirectResourceUpdateENS_18DirectResourceSlotERKNSt3__18optionalIS1_EE
000000023b53dddc (__TEXT,__text) non-external (was a private external) __ZN2re20calculateBufferSizesERKNS_21DirectMeshDescriptionE
000000023b52ab88 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_15DestroyResourceEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
000000023b52bc94 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_16CreateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
000000023b52bd38 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_16UpdateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
